Type,Name,Category,Company,Food and beverage category,Product line/Brand,Ethnicity,Age
Ent,Abdulmajid Iman,Actress/Model,Milk PEP,Dairy,Milk ,BFE,60
Ent,Adams William will.i.am,Musician,TCCC,SSB,Coca-Cola,BME,41
Ent,Adams William will.i.am,Musician,PepsiCo,Salty,Doritos,BME,41
Ent,Adams William will.i.am,Musician,Dr Pepper Snapple Group,SSB,Dr Pepper,BME,41
Ent,Adams William will.i.am,Musician,PepsiCo,SSB,Pepsi,BME,41
Ent,Agdal Nina,Model,CKE Restaurants,QSR,Carl's Jr,WFE,23
Ent,Aguilera Christina,Actress/Musician,PepsiCo,SSB,Pepsi,WFE,34
Ent,Aguilera Christina,Actress/Musician,TCCC,SSB,Coca-Cola,WFE,34
Ent,Akintimehin Olubowale Victor Wale,Musician,TCCC,SSB,Sprite,BME,31
Ent,Alba Jessica,Actress/Entrepreneur,Milk PEP,Dairy,Milk ,MFE,34
Ent,Alba Jessica,Actress/Entrepreneur,TCCC,LCB,ZICO,MFE,34
Ent,Alba Jessica,Actress/Entrepreneur,PHA,Fruit and Vegetables,FNV,MFE,34
Ent,Aldean Jason ,Musician,PepsiCo,SSB,Mountain Dew,WME,39
Ent,Amaro Melanie ,Musician,PepsiCo,SSB,Pepsi,WFE,24
Ent,Angello Steve Swedish House Mafia,Musician,Kraft Foods Group Inc,NCB,MiO Energy ,WME,32
Ent,Aniston Jennifer,Actress,Milk PEP,Dairy,Milk ,WFE,46
Ent,Aniston Jennifer,Actress,TCCC,Water,Smartwater,WFE,46
Ent,Applegate Christina,Actress/Dancer,TCCC,NCB,Fruitwater,WFE,44
Ent,Aykroyd Dan ,Actor/Musician,Globefill Inc,Alcohol,Crystal Head Vodka,WME,63
Ent,Bacon Kevin,Actor/Musician,American Egg Board,Meals,Eggs,WME,56
Ent,Baldwin Alec ,Actor,TCCC,Water,Smartwater,WME,57
Ent,Bangalter Thomas Daft Punk,Musician,TCCC,SSB,Coca-Cola,WME,41
Ent,Banks Tyra,Actress/Model,Milk PEP,Dairy,Milk ,BFE,41
Ent,Barnett Zac American Authors,Musician,Unilever,SSB,Lipton Iced Tea,WME,29
Ent,Barton Mischa,Actress/Model,Milk PEP,dairy,Milk ,WFE,29
Ent,Batyske Mick MICK,Musician,PHA,Fruit and Vegetables,FNV,WME,38
Ent,Beer Madison,Actress/Musician,PHA,Fruit and Vegetables,FNV,WFE,16
Ent,Bell Kristen,Actress/Musician,PHA,Fruit and Vegetables,FNV,WFE,34
Ent,Bennett Tony,Musician,Milk PEP,Dairy,Milk ,WME,89
Ent,Beth Alecia Pink,Actress/Musician,PepsiCo,SSB,Pepsi,WFE,35
Ent,Black Clint,Musician,Milk PEP,Dairy,Milk ,WME,53
Ent,Bleeth Yasmine,Actress ,Milk PEP,Dairy,Milk ,WFE,47
Ent,Bleu Corbin,Actor/Musician,Milk PEP,Dairy,Milk ,BME,26
Ent,Blige Mary J.,Musician,PepsiCo,SSB,Pepsi,BFE,44
Ent,Boesch Rudy,TV Personality,Milk PEP,Dairy,Milk ,WME,88
Ent,Boreanaz David,Actor,Milk PEP,Dairy,Milk ,WME,46
Ent,Boss Stephen Twitch,Musician,PepsiCo,SSB,Gatorade,BME,23
Ent,Bowen Julie,Actress,Milk PEP,Dairy,Milk,WFE,45
Ent,Brady Wayne,Actor/TV personality,PHA,Fruit and Vegetables,FNV,BME,43
Ent,Braff Zach,Actor,Milk PEP,Dairy,Milk ,WME,40
Ent,Brian Christopher Ludacris,Actor/Musician,PepsiCo,SSB,Pepsi,BME,37
Ent,Brian Christopher Ludacris,Actor/Musician,Conjure Cognac LLC,Alcohol,Conjure Cognac ,BME,37
Ent,Brice Lee ,Musician,PepsiCo,SSB,Pepsi,WME,37
Ent,Brinkley Christie,Actress/Model,Milk PEP,Dairy,Milk ,WFE,61
Ent,Broadus Calvin Cordozar Snoop Dogg,Actor ,Pabst Brewing Company,Alcohol ,Blast Colt 45,BME,44
Ent,Brown Chris,Actor/Musician,Milk PEP,Dairy,Milk ,BME,27
Ent,Brown Chris,Actor/Musician,Wrigley Company,Candy,Wrigley's Doublemint,BME,27
Ent,Bundchen Gisele,Actress/Model,Milk PEP,Dairy,Milk ,WFE,35
Ent,Burke Brooke,Actress/Model,Restaurant Brands International Inc.,QSR,Burger King,WFE,43
Ent,Burns Steve,TV personality,Milk PEP,Dairy,Milk ,WME,41
Ent,Burrell Tyler Gerald Ty Burrell ,Actor,Milk PEP,Dairy,Milk,WME,48
Ent,Butler Dan,Actor,Milk PEP,Dairy,Milk,WME,60
Ent,Bynes Amanda,Actress,Milk PEP,Dairy,Milk ,WFE,29
Ent,Campbell Naomi,Actress/Model,Milk PEP,Dairy,Milk ,BFE,45
Ent,Campbell Neve,Actress ,Milk PEP,Dairy,Milk ,WFE,41
Ent,Carey Mariah,Musician,PepsiCo,SSB,Pepsi,BFE,45
Ent,Carmichael esse Royal Maroon 5,Musician,TCCC,SSB,Coca-Cola,WME,37
Ent,Carmichael esse Royal Maroon 5,Musician,Dr Pepper Snapple Group,SSB,Snapple,WME,37
Ent,Carter Nick,Musician,Milk PEP,Dairy,Milk,WME,35
Ent,Carter Shawn Corey Jay Z,Musician/Entrepreneur,Ahneuser-Busch InBev,Alcohol,Budweiser,BME,46
Ent,Carter Shawn Corey Jay Z,Musician/Entrepreneur,D'usse,Alcohol,D'usse,BME,47
Ent,Carter Shawn Corey Jay Z,Musician/Entrepreneur,TCCC,SSB,Coca-Cola,BME,47
Ent,Cattrall Kim,Actress,Milk PEP,Dairy,Milk ,WFE,59
Ent,Cavalli Roberto ,Fashion Designer,Roberto Cavalli,Alcohol,Roberto Cavalli Vodka,WME,75
Ent,Chalke Sarah,Actress,Milk PEP,Dairy,Milk ,WFE,39
Ent,Chan Jackie,Actor ,Milk PEP,Dairy,Milk ,AME,61
Ent,Channing Stockard,Actress,Milk PEP,Dairy,Milk ,WFE,71
Ent,Chesney Kenny ,Musician,Blue Chair Bay Rum,Alcohol,Blue Chair Bay Rum,WME,47
Ent,Chiklis Michael,Actor,Milk PEP,Dairy,Milk ,WME,52
Ent,Christian Armando Pitbull,Musician,Dr Pepper Snapple Group,SSB,Dr Pepper,LME,32
Ent,Christian Armando Pitbull,Musician,PepsiCo,SSB,Pepsi,LME,32
Ent,Clarkson Kelly,Musician,Milk PEP,Dairy,Milk ,WFE,33
Ent,Clarkson Kelly,Musician,TCCC,SSB,Glaceau's Vitaminwater,WFE,33
Ent,Clarkson Kelly,Musician,PepsiCo,SSB,Pepsi,WFE,33
Ent,Clooney George ,Actor ,Casamigos Spirits Company,Alcohol ,Casamigos Tequila,WME,54
Ent,Coleman Monique,Actress,Milk PEP,Dairy,Milk ,BFE,34
Ent,Combs Sean John Diddy,Musician,Diageo ,Alcohol ,Ciroc,BME,46
Ent,Cook A. J. ,Actress,PHA,Fruit and Vegetables,FNV,WFE,37
Ent,Copeland Misty ,Dancer,Dr Pepper Snapple Group,SSB,Dr Pepper Diet,MFE,33
Ent,Copperfield David,Illusionist ,Milk PEP,Dairy,Milk ,WME,59
Ent,Cornish Jessica Ellen Jessie J,Musician,McDonald's Corporation,QSR,McDonald's,WFE,28
Ent,Cornish Jessica Ellen Jessie J,Musician,Kellogg's,Sweet,Pop Tarts,WFE,28
Ent,Cornish Jessica Ellen Jessie J,Musician,Mondelez,Candy,Cadbury's,WFE,28
Ent,Cosby Bill ,Actor,TCCC,SSB,Coca-Cola,BME,78
Ent,Cosby Bill ,Actor,Genesee Pure Food Company,Sweet,Jell-o,BME,78
Ent,Cosgrove Miranda,Actress,PepsiCo,Sweet,Quaker Oats Chewy Granola Bars,WFE,22
Ent,Crawford Cindy,Model,PepsiCo,SSB,Pepsi,WFE,49
Ent,Crawford Cindy,Model,Urban Remedy,Meals,Urban Remedy,WFE,49
Ent,Crawford Cindy,Model,PHA,Fruit and Vegetables,FNV,WFE,49
Ent,Criss Peter,Actor/Musician,Milk PEP,Dairy,Milk ,WME,69
Ent,Crowe Sheryl,Musician,Milk PEP,Dairy,Milk,WFE,53
Ent,Curtis Jamie Lee,Actress/Entrepreneur,The Dannon Company,Dairy,Activia Yogurt,WFE,57
Ent,Cyrus Billy Ray,Musician,Milk PEP,Dairy,Milk ,WME,54
Ent,Cyrus Miley,Musician,Milk PEP,Dairy,Milk ,WFE,22
Ent,Daly Carson,TV Personality ,Milk PEP,Dairy,Milk ,WME,42
Ent,DeGeneres Ellen,Actress,TCCC,NCB,Vitaminwater ZERO,WFE,57
Ent,DeVito Danny,Actor,Milk PEP,Dairy,Milk ,WME,70
Ent,DeVito Danny,Actor,Danny Devito,Alcohol,Danny DeVito Limoncello,WME,70
Ent,Dillard Tramar Lacel Flo Rida,Musician,Celsius,LCB,Celsius,BME,36
Ent,Dixon Maxwell Grand Puba,Musician,TCCC,SSB,Sprite,BME,49
Ent,Dobrev Nina,Actress,Milk PEP,Dairy,Milk,WFE,26
Ent,Dobson Fefe,Musician,Milk PEP,Dairy,Milk ,BFE,30
Ent,Dogg Snoop,Musician,The Wonderful Company,Salty,Wonderful Pistachios,BME,43
Ent,Dogg Snoop,Musician,Nestle,Meals,Hot Pockets,BME,43
Ent,Dogg Snoop,Musician,Hansen Natural Corp.,SSB,Monster Energy,BME,43
Ent,Donaldson Colby ,TV Personality,Milk PEP,Dairy,Milk ,WME,41
Ent,Dorough Howie,Musician,Milk PEP,Dairy,Milk ,WME,42
Ent,Douglas Ashanti Shequoiya Ashanti,Musician,PHA,Fruit and Vegetables,FNV,BFE,35
Ent,Douglas Ashanti Shequoiya Ashanti,Musician,PHA,Water,Drink UP Campaign,BFE,35
Ent,Duff Hilary,Actress/Musician,Milk PEP,Dairy,Milk ,WFE,28
Ent,Dylan Bob ,Musician,PepsiCo,SSB,Pepsi,MME,75
Ent,Efron Zac,Actor,Milk PEP,Dairy,Milk ,WME,27
Ent,Elba Idris,Actor,TCCC,Water,Smartwater,BME,43
Ent,Elliot Missy,Musician,PepsiCo,Salty,Doritos,BFE,44
Ent,Evans Chris,Actor,Milk PEP,Dairy,Milk,WME,34
Ent,Evigan Briana,Actress,PHA,Fruit and Vegetables ,FNV,WFE,28
Ent,Faison Donald,Actor,Milk PEP,Dairy,Milk ,BME,41
Ent,Famie Keith ,TV Personality,Milk PEP,Dairy,Milk ,WME,56
Ent,Fenty Robyn Rihanna,Musician,Milk PEP,Dairy,Milk ,BFE,27
Ent,Fenty Robyn Rihanna,Musician,Vita Coco,LCB,Vita Coco,BFE,27
Ent,Fenty Robyn Rihanna,Musician,PepsiCo,Salty,Doritos,BFE,27
Ent,Flav Flavor ,Musician,PepsiCo,SSB,Pepsi,BME,57
Ent,Flynn Matt Maroon 5,Musician,TCCC,SSB,Coca-Cola,WME,46
Ent,Flynn Matt Maroon 5,Musician,Dr Pepper Snapple Group,SSB,Snapple,WME,46
Ent,Fogle Jared,TV personality,Milk PEP,Dairy,Milk ,WME,38
Ent,Ford Harrison,Actor,Milk PEP,Dairy,Milk,WME,73
Ent,Fox Matthew,Actor,Milk PEP,Dairy,Milk ,WME,49
Ent,Frankel Bethenny ,TV personality,Skinny Girl Cocktails LLC,Alcohol,Skinnygirl,WFE,45
Ent,Franz Dennis,Actor,Milk PEP,Dairy,Milk ,WME,70
Ent,Frehley Ace,Musician,Milk PEP,Dairy,Milk,WME,64
Ent,Fuentes Daisy,Model/TV personality,Milk PEP,Dairy,Milk ,LFE,48
Ent,Garcia Jessica Marie,Actress,PHA,Fruit and Vegetables,FNV,LFE,28
Ent,Garrett Brad,Actor,Milk PEP,Dairy,Milk ,WME,55
Ent,Gaylor Chris,Musician,Milk PEP,Dairy,Milk,WME,36
Ent,Gellar Sarah Michelle,Actress,Milk PEP,Dairy,Milk ,WFE,38
Ent,Gilbert Brantley ,Musician,PepsiCo,SSB,Mountain Dew,WME,31
Ent,Gilpin Peri,Actress,Milk PEP,Dairy,Milk,WFE,54
Ent,Goldberg Whoopi,Actress,Milk PEP,Dairy,Milk ,BFE,59
Ent,Gomez Selena,Gomez Selena,Borden Milk,Dairy,Borden Milk,LFE,22
Ent,Gomez Selena,Gomez Selena,TCCC,SSB,Coca-Cola,LFE,22
Ent,Gooding Cuba Jr.,Actor,PepsiCo,SSB,Pepsi,BME,47
Ent,Gould Nolan,Actor,Milk PEP,Dairy,Milk,WME,16
Ent,Grabeel Lucas,Actor,Milk PEP,Dairy,Milk ,WME,30
Ent,Graham Aubrey Drake Drake,Musician,TCCC,SSB,Sprite,BME,28
Ent,Grammer Kelsey,Actor,Milk PEP,Dairy,Milk ,WME,60
Ent,Grande Ariana,Musician,Wat-AAH!,NCB,Wat-AAH!,LFE,22
Ent,Grande Ariana,Musician,Nestle,SSB,Nesquick,LFE,22
Ent,Grant Amy,Musician,Milk PEP,Dairy,Milk ,WFE,54
Ent,Grant lizabeth Woolridge Lana Del Rey,Musician,Nestle,LCB,Nespresso,WFE,30
Ent,Green Cee-Lo ,Musician,Dr Pepper Snapple Group,SSB,7-UP,BME,42
Ent,Green Eva,Actress,Davide Campari-Milano ,Alcohol,Campari,WFE,35
Ent,Grier Hayes,Musician,PHA,Fruit and Vegetables,FNV,WME,15
Ent,Grier Nash,Musician,PHA,Fruit and Vegetables,FNV,WME,16
Ent,Griffith Melanie,Actress,Milk PEP,Dairy,Milk ,WFE,58
Ent,Gruffudd Ioan,Actor,Milk PEP,Dairy,Milk,WME,42
Ent,Hagar Sammy ,Musician,Sammy Hagar,Alcohol,Beach Bar Rum,WME,68
Ent,Hagar Sammy ,Musician,Sammy Hagar,Alcohol,Cabo Wabo Tequila,WME,68
Ent,Haggerty Ben Macklemore,Musician,Frito Lay,Sweet,Cracker Jack,WME,32
Ent,Haggerty Ben Macklemore,Musician,Dr Pepper Snapple Group,SSB,Dr Pepper,WME,32
Ent,Hanson Isaac ,Musician,Hanson Brothers Beer Company,Alcohol,MmmHop,WME,34
Ent,Hanson Isaac ,Musician,Milk PEP,Dairy,Milk,WME,34
Ent,Hanson Taylor,Musician,Milk PEP,Dairy,Milk,WME,32
Ent,Hanson Taylor,Musician,Hanson Brothers Beer Company,Alcohol,MmmHop,WME,32
Ent,Hanson Zac,Musician,Milk PEP,Dairy,Milk,WME,30
Ent,Hanson Zac,Musician,Hanson Brothers Beer Company,Alcohol,MmmHop,WME,30
Ent,Harmon Angie,Actress,Milk PEP,Dairy,Milk ,WFE,43
Ent,Harris Calvin,Musician,PepsiCo,SSB,Pepsi,WME,31
Ent,Harris Calvin,Musician,TCCC,SSB,Coca-Cola,WME,31
Ent,Harvey Steve,Actor/Comedian,Restaurant Brands International Inc.,QSR,Burger King,BME,58
Ent,Hatch Richard ,TV Personality,Milk PEP,Dairy,Milk ,WME,54
Ent,Hawk Susan ,TV Personality,Milk PEP,Dairy,Milk ,WFE,54
Ent,Hayek Selma,Actress,Restaurant Brands International Inc.,QSR,Burger King,LFE,49
Ent,Hayek Selma,Actress,Milk PEP,Dairy,Milk,LFE,49
Ent,Hayes Hunter ,Musician,PepsiCo,SSB,Pepsi,WME,24
Ent,Haynes Cornell Iral Jr. Nelly,Musician,Milk PEP,Dairy,Milk ,BME,40
Ent,Haynes Cornell Iral Jr. Nelly,Musician,General Mills Inc.,Cereal,Honey Nut Cheerios,BME,40
Ent,Haynes Cornell Iral Jr. Nelly,Musician,Just Born Inc.,Candy,Mike and Ike,BME,40
Ent,Haywood Dave Lady Antebellum,Musician,Unilever,SSB,Lipton Iced Tea,WME,33
Ent,Heaton Patricia,Actress,Milk PEP,Dairy,Milk ,WFE,57
Ent,Henderson Florence,Actress,Milk PEP,Dairy,Milk ,WFE,81
Ent,Hewitt Jennifer Love,Actress,Milk PEP,Dairy,Milk ,WFE,36
Ent,Hilton Paris,Model/TV Personality,CKE Restaurants,QSR,Carl's Jr,WFE,34
Ent,Homem-Christo Guy-Manuel de Daft Punk,Musician,TCCC,SSB,Coca-Cola,WME,42
Ent,Horan Niall James One Direction,Musician,Mondelez,Sweet,Nabisco,WME,22
Ent,Horan Niall James One Direction,Musician,PepsiCo,SSB,Pepsi,WME,22
Ent,Hough Julianne,Actress/Musician,Milk PEP,Dairy,Milk,WFE,27
Ent,Hough Julianne,Actress/Musician,Wrigley Company,Candy,Juicy Fruit ,WFE,27
Ent,Hough Julianne,Actress/Musician,PHA,Fruit and Vegetables,FNV,WFE,27
Ent,Houston Jordan Michael Juicy J,Musician,Red Bull GmbH,SSB,Red Bull,BME,41
Ent,Houston Jordan Michael Juicy J,Musician,Core Hydration,LCB,CORE Hydration,BME,41
Ent,Howard Ron,Actor ,Milk PEP,Dairy,Milk ,WME,61
Ent,Hudgens Vanessa,Actress/Musician,Milk PEP,Dairy,Milk ,LFE,26
Ent,Hudson Jennifer,Actress/Musician,Milk PEP,Dairy,Milk ,BFE,34
Ent,Huffman Felicity,Actress,Milk PEP,Dairy ,Milk,WFE,52
Ent,Hurley Elizabeth,Actress/Model,Milk PEP,Dairy,Milk,WFE,50
Ent,Hyland Sarah,Actress,Milk PEP,Dairy,Milk,WFE,24
Ent,Iglesias Enrique,Musician,PepsiCo,SSB,Pepsi,LME,40
Ent,Jackman Hugh,Actor,Milk PEP,Dairy,Milk ,WME,46
Ent,Jackman Hugh,Actor,Unilever,SSB,Lipton Iced Tea,WME,46
Ent,Jackson Curtis James 50 cent,Musician,TCCC,SSB,Glaceau's Vitaminwater,BME,40
Ent,Jackson Joshua,Actor,Milk PEP,Dairy,Milk ,WME,37
Ent,Jackson O'Shea Ice Cube,Actor/Musician,Coors Brewing Company,Alcohol ,Coors Light,BME,46
Ent,Jackson Randy,TV Personality,PHA,Fruit and Vegetables,FNV,BME,59
Ent,Jae-sang Park PSY,Musician,The Wonderful Company,Salty,Wonderful Pistachios,AME,38
Ent,Jae-sang Park PSY,Musician,Nong Shim Holdings Co Ltd.,Meals,Nongshim Shin Ramyun Black Cup,AME,38
Ent,Jeffers-Cooper Eve Jihan,Musician,PepsiCo,SSB,Pepsi,BFE,36
Ent,Jeong Ken ,Actress,TCCC,NCB,Coke Zero,AME,46
Ent,John Elton,Musician,Milk PEP,Dairy,Milk ,WME,68
Ent,John Elton,Musician,PepsiCo,SSB,Pepsi,WME,68
Ent,Jolie Angelina,Actress ,Milk PEP,Dairy,Milk ,WFE,40
Ent,Jolie Angelina,Actress ,Chateau Miraval,Alcohol,Miraval Rose,WFE,40
Ent,Jonas Nick,Musician,PHA,Fruit and Vegetables,FNV,WME,23
Ent,Jones Nasir bin Olu Dara Nas,Actor/Musician,Jas Hennessy & Co. ,Alcohol ,Hennessy,BME,42
Ent,Jones Shirley,Actress,Milk PEP,Dairy,Milk,WFE,81
Ent,Justice Victoria,Actress/Musician,Milk PEP,Dairy,Milk ,LFE,22
Ent,Kardashian Khloe,TV Personality ,The Wonderful Company,Salty,Wonderful Pistachios,WFE,31
Ent,Kardashian Kim,Model/TV Personality,CKE Restaurants,QSR,Carl's Jr,AFE,34
Ent,Kelley Charles Lady Antebellum,Musician,Unilever,SSB,Lipton Iced Tea,WME,34
Ent,Kennerty Mike,Musician,Milk PEP,Dairy ,Milk,WME,35
Ent,Keys Alicia ,Musician,TCCC,SSB,Glaceau's Vitaminwater,MFE,35
Ent,King Larry,Actor/TV personality,Milk PEP,Dairy,Milk ,WME,81
Ent,Kinski Nastassja,Actress/Model,Milk PEP,Dairy,Milk ,WFE,54
Ent,Klum Heidi,Model/TV Personality,Milk PEP,Dairy,Milk ,WFE,42
Ent,Klum Heidi,Model/TV Personality,McDonald's Corporation,QSR,McDonald's,WFE,42
Ent,Klum Heidi,Model/TV Personality,CKE Restaurants,QSR,Carl's Jr,WFE,42
Ent,Knowles Beyonce,Musician,Milk PEP,Dairy,Milk ,BFE,34
Ent,Knowles Beyonce,Musician,PepsiCo,SSB,Pepsi,BFE,34
Ent,Knowles Solange,Musician,Milk PEP,Dairy,Milk ,BFE,29
Ent,Kudrow Lisa,Actress,Milk PEP,Dairy,Milk ,WFE,52
Ent,Landry Ali,Actress,PepsiCo,Salty,Doritos,LFE,41
Ent,Lee Spike,Actor/Director,Milk PEP,Dairy,Milk ,BME,58
Ent,Leeves Jane,Actress,Milk PEP,Dairy ,Milk ,WFE,54
Ent,Legend John,Musician,PHA,Water,Drink UP Campaign,BME,36
Ent,Levine Adam Noah Maroon 5,Musician,TCCC,SSB,Coca-Cola,WME,37
Ent,Levine Adam Noah Maroon 5,Musician,Dr Pepper Snapple Group,SSB,Snapple,WME,37
Ent,Liotta Ray ,Actor ,Agavera Camichines ,Alcohol,1800 Tequila Silver,WME,61
Ent,Lipnicki Jonathan,Actor,Milk PEP,Dairy,Milk ,WME,26
Ent,Littrell Brian,Musician,Milk PEP,Dairy,Milk,WME,40
Ent,Lohan Lindsay,Actress,Milk PEP,Dairy,Milk ,WFE,29
Ent,Longoria Eva,Actress,PepsiCo,Salty,Lay's Potato Chips,LFE,40
Ent,Longoria Eva,Actress,PepsiCo,LCB,Pepsi Next,LFE,40
Ent,Lopez Jennifer,Actress/Musician,PepsiCo,SSB,Pepsi,LFE,45
Ent,Lovato Demi,Actress/Musician,Milk PEP,Dairy,Milk,LFE,22
Ent,Lunden Joan,TV personality,Milk PEP,Dairy,Milk ,WFE,65
Ent,Lynch Riker R5,Musician,PHA,Fruit and Vegetables,FNV,WME,23
Ent,Lynch Rocky R5,Musician,PHA,Fruit and Vegetables,FNV,WME,20
Ent,Lynch Ross R5,Musician,PHA,Fruit and Vegetables,FNV,WME,19
Ent,Lynch Rydel R5,Musician,PHA,Fruit and Vegetables,FNV,WFE,22
Ent,Lynn Lonnie Rashid Jr Common,Musician,TCCC,SSB,Coca-Cola,BME,44
Ent,MacDowell Andie,Actress/Model,Milk PEP,Dairy,Milk ,WFE,57
Ent,Macpherson Elle,Actress/Model,Milk PEP,Dairy,Milk ,WFE,51
Ent,Macy William H.,Actor,Milk PEP,Dairy,Milk,WME,65
Ent,Madden Michael Allen Maroon 5,Musician,TCCC,SSB,Coca-Cola,WME,37
Ent,Madden Michael Allen Maroon 5,Musician,Dr Pepper Snapple Group,SSB,Snapple,WME,37
Ent,Maguire Martie,Musician,Milk PEP,Dairy ,Milk,WFE,46
Ent,Mahoney John,Actor,Milk PEP,Dairy ,Milk,WME,75
Ent,Maines Natalie,Musician,Milk PEP,Dairy,Milk ,WFE,41
Ent,Malik Zain Javadd One Dierction,Musician,Mondelez,Sweet,Nabisco,WME,23
Ent,Malik Zain Javadd One Dierction,Musician,PepsiCo,SSB,Pepsi,WME,23
Ent,Manson Marilyn,Musician,Milk PEP,Dairy,Milk ,WME,46
Ent,Manson Marilyn,Musician,Absinthe Maninthe,Alcohol ,Absinthe Maninthe,WME,46
Ent,Mathers Marshall Bruce III Eminem,Musician,Unilever,SSB,Brisk (Lipton),WME,43
Ent,Matthews Dave ,Musician,Dreaming Tree Wines,Alcohol ,Dreaming Tree Wines,WME,49
Ent,McBride Martina,Musician,Sunny Delight Beverage Company,SSB,Sunny D,WFE,48
Ent,McCormick Malcolm James Mac Miller,Musician,PepsiCo,SSB,Mountain Dew,WME,24
Ent,McCullough Bernard Jeffrey Bernie Mac,Actor/Comedian,Milk PEP,Dairy,Milk ,BME,50
Ent,McGraw Phil Dr.,TV personality,Milk PEP,Dairy,Milk ,WME,65
Ent,McLean A.J.,Musician,Milk PEP,Dairy,Milk,WME,37
Ent,Menounos Maria,Actress/TV Personality ,Dunkin Brands,QSR,Dark Roast Coffee,LFE,37
Ent,Milian Christina,Musician,Chicken and Rice Company,QSR,Chicken & Rice,BFE,33
Ent,Minaj Nicki,Musician,PepsiCo,SSB,Pepsi,MFE,32
Ent,Minogue Kylie ,Actress,TCCC,Water,Smartwater,WFE,47
Ent,Moore Mandy,Actress/Musician,Milk PEP,Dairy,Milk ,WFE,31
Ent,Morton PJ Maroon 5,Musician,TCCC,SSB,Coca-Cola,BME,35
Ent,Morton PJ Maroon 5,Musician,Dr Pepper Snapple Group,SSB,Snapple,BME,35
Ent,Moss Kate,Model,Milk PEP,Dairy,Milk ,WFE,41
Ent,Mowry Tia,Actress,PHA,Fruit and Vegetables,FNV,BFE,37
Ent,Muniz Frankie,Actor,Milk PEP,Dairy,Milk ,WME,29
Ent,Muniz Marco Antonio Marc Anthony,Actor/Musician,Milk PEP,Dairy,Milk ,LME,47
Ent,Myers Mike,Actor,Milk PEP,Dairy,Milk ,WME,52
Ent,Navedo Andrea,Actress,PHA,Fruit and Vegetables ,FNV,LFE,37
Ent,Nelson  Willlie ,Musician,Willlie Nelson ,Alcohol,Whiskey River Bourbon,WME,82
Ent,O'brien Conan,TV personality,Milk PEP,Dairy,Milk ,WME,53
Ent,Olsen Ashley,Actress,Milk PEP,Dairy,Milk ,WFE,29
Ent,Olsen Mary Kate,Actress,Milk PEP,Dairy,Milk ,WFE,29
Ent,Panettiere Hayden,Actress,Milk PEP,Dairy,Milk ,WFE,26
Ent,Patton Paula ,Actress,PepsiCo,LCB,Pepsi Next,MFE,40
Ent,Payne Liam James One Direction,Musician,Mondelez,Sweet,Nabisco,WME,22
Ent,Payne Liam James One Direction,Musician,PepsiCo,SSB,Pepsi,WME,22
Ent,Perlman Rhea,Actress,Milk PEP,Dairy,Milk ,WFE,67
Ent,Perry Katy,Musician,Popchips Inc.,Salty,Popchips,WFE,30
Ent,Perry Katy,Musician,PepsiCo,SSB,Pepsi,WFE,30
Ent,Philipps Elizabeth Jean Busy Philipps ,Actress,Bacardi Limited,Alcohol,Bacardi,WFE,36
Ent,Phillips Peter Pete Rock,Musician,TCCC,SSB,Sprite,BME,45
Ent,Pierce David Hyde,Actor ,Milk PEP,Dairy ,Milk ,WME,56
Ent,Pitt Brad ,Actor ,Chateau Miraval,Alcohol,Miraval Rose,BME,52
Ent,Pontius Chris ,Actor,PHA,Fruit and Vegetables,FNV,WME,41
Ent,Preston Kelly,Actress,Milk PEP,Dairy,Milk ,WFE,52
Ent,Prince Freddie Jr.,Actor,Milk PEP,Dairy,Milk ,WME,39
Ent,Ramirez Sara,Actress,Milk PEP,Dairy,Milk ,LFE,40
Ent,Ratliff Ellington R5,Musician,PHA,Fruit and Vegetables ,FNV,WME,22
Ent,Raymond Usher,Musician,Milk PEP,Dairy,Milk ,BME,36
Ent,Raymond Usher,Musician,General Mills Inc.,Cereal,Honey Nut Cheerios,BME,36
Ent,Raymond Usher,Musician,Mars Inc.,Candy,Twix,BME,36
Ent,Richardson Kevin,Musician,Milk PEP,Dairy,Milk,WME,44
Ent,Rimes LeeAnn,Musician,Milk PEP,Dairy,Milk ,WFE,33
Ent,Ripoll Shakira Isabel Mebarak,Musician,PepsiCo,SSB,Pepsi,LFE,38
Ent,Ripoll Shakira Isabel Mebarak,Musician,The Dannon Company,Dairy,Activia Yogurt,LFE,38
Ent,Ritter Tyson,Musician,Milk PEP,Dairy ,Milk,WME,31
Ent,Robison Emily,Musician,Milk PEP,Dairy,Milk,WFE,43
Ent,Rodrigues Harry Bauer Baauer,Musician,A&W Restaurants,QSR,A&W Restaurants,WME,27
Ent,Rodrigues Harry Bauer Baauer,Musician,Dr Pepper Snapple Group,SSB,Dr Pepper,WME,27
Ent,Rodrigues Harry Bauer Baauer,Musician,Nestle,Meals,Hot Pockets,WME,27
Ent,Rodrigues Harry Bauer Baauer,Musician,Red Bull GmbH,SSB,Red Bull,WME,27
Ent,Rodrigues Harry Bauer Baauer,Musician,PepsiCo,SSB,Pepsi,WME,27
Ent,Romano Ray,Actor ,Milk PEP,Dairy,Milk ,WME,57
Ent,Romijn Rebecca,Model,Milk PEP,Dairy,Milk ,WFE,42
Ent,Ross Marion,Actress,Milk PEP,Dairy,Milk ,WFE,86
Ent,Rossellini Isabella,Actress,Milk PEP,Dairy,Milk ,WFE,63
